,0,1,2,3,4
348,0,0,0,0,0
349,0,0,0,0,0
350,2,2,2,2,2
351,0,2,0,0,0
352,0,0,0,0,0
353,0,0,0,0,0
354,0,0,0,0,0
355,2,2,2,2,2
356,0,2,2,0,0
357,2,2,2,2,2
358,0,0,0,0,0
359,2,2,2,2,2
360,0,0,0,0,0
361,0,2,0,0,0
362,0,0,0,0,0
363,0,0,0,0,0
364,0,0,0,2,0
365,0,0,0,0,0
366,0,0,0,0,0
367,0,0,0,0,0
368,0,0,0,0,0
369,2,2,2,2,2
370,0,0,0,0,0
371,0,0,0,0,0
372,0,0,0,0,0
373,1,0,1,1,1
374,0,0,0,0,0
375,2,2,2,2,2
376,0,0,0,0,0
377,1,0,1,1,1
378,0,0,0,0,0
379,2,2,2,2,2
380,0,0,0,0,0
381,0,0,0,0,0
382,2,2,2,2,2
383,1,0,1,0,1
384,2,2,2,2,2
385,1,1,1,1,1
386,0,0,0,0,0
387,0,0,0,0,0
388,1,1,1,1,1
389,0,0,0,0,1
390,2,2,2,2,2
391,2,2,2,2,2
392,1,1,1,1,1
393,1,0,0,0,0
394,0,2,0,0,0
395,1,1,0,0,0
396,0,0,0,0,0
397,0,0,0,0,0
398,0,0,0,0,0
399,0,0,0,0,0
400,0,2,2,0,2
401,1,0,1,1,1
402,2,2,2,2,2
403,1,0,0,1,1
404,0,0,0,0,0
405,0,0,0,0,0
406,2,2,2,2,2
407,0,0,0,0,0
408,2,1,1,2,2
409,0,1,0,0,0
410,2,2,2,2,2
411,1,2,1,0,1
412,2,2,2,2,2
413,2,2,2,2,2
414,0,0,0,0,0
415,1,1,0,1,1
416,2,2,2,2,2
417,2,2,2,2,2
418,0,2,2,0,0
419,2,2,0,2,2
420,2,2,2,2,2
421,0,0,0,0,0
422,0,1,1,1,0
423,0,0,0,0,0
424,2,2,2,2,2
425,2,2,2,2,2
426,2,2,2,2,2
427,0,2,2,2,2
428,0,2,0,0,0
429,0,2,0,0,0
430,1,1,1,1,1
431,0,0,0,0,0
432,2,2,2,2,2
433,2,2,2,2,2
434,2,2,2,2,2
435,2,2,2,2,2
436,2,2,2,2,2
437,2,0,2,2,2
438,1,2,0,2,2
439,0,0,0,0,0
440,0,1,0,0,0
441,2,2,2,2,2
442,2,2,2,2,2
443,0,0,0,0,0
444,0,0,0,0,0
445,2,2,2,2,2
446,2,2,2,2,2
447,1,1,1,1,1
448,0,0,0,0,0
449,0,0,0,0,0
450,0,2,2,2,2
451,0,2,2,0,0
452,0,2,0,0,2
453,0,0,0,0,0
454,2,2,2,2,2
455,0,0,0,0,0
456,2,2,2,2,2
457,0,0,2,2,0
458,0,0,0,0,0
459,0,0,1,0,0
460,0,1,0,0,0
461,2,2,2,2,2
462,2,2,2,2,2
463,1,1,1,1,1
464,0,0,0,0,0
465,0,0,0,2,0
466,0,0,0,0,0
467,2,0,2,2,0
468,0,0,0,0,0
469,0,0,0,0,0
470,0,2,0,2,0
471,0,0,0,0,0
472,2,2,2,2,2
473,0,0,0,0,0
474,1,1,1,1,1
475,1,1,1,1,1
476,1,1,1,1,1
477,0,0,0,0,0
478,1,1,1,1,1
479,0,0,0,0,0
480,1,1,1,1,1
481,1,1,1,1,1
482,0,0,0,0,0
483,1,1,1,1,1
484,0,0,0,0,0
485,1,1,1,1,1
486,1,1,1,1,1
487,1,1,1,1,1
488,1,1,1,1,1
489,1,1,1,1,1
490,0,0,0,0,0
491,1,1,1,1,1
492,1,1,1,1,1
493,0,0,0,0,0
494,1,1,1,1,1
495,1,1,1,1,1
496,1,1,1,1,1
497,1,1,1,1,1
498,2,2,2,2,2
499,1,1,1,1,1
500,1,1,1,1,1
501,2,2,2,2,2
502,0,0,0,0,0
503,1,1,1,1,1
504,1,1,1,1,1
505,1,1,1,1,1
506,1,1,1,1,1
507,2,2,2,2,2
508,1,1,1,1,1
509,1,1,1,1,1
510,1,1,1,1,1
511,2,2,2,2,2
512,0,0,0,0,0
513,1,0,0,0,1
514,1,1,1,1,1
515,1,2,0,2,1
516,1,1,1,1,1
517,0,2,0,2,0
518,2,2,2,2,2
519,1,1,1,1,1
520,1,1,1,1,1
521,1,1,1,1,1
522,1,1,1,1,1
523,1,1,1,1,1
524,1,1,1,1,1
525,1,1,1,1,1
526,1,1,1,1,1
527,1,1,1,1,1
528,0,1,1,0,1
529,1,0,1,0,0
530,2,2,2,2,2
531,1,1,1,1,1
532,2,2,2,2,2
533,0,0,0,0,0
534,1,1,1,1,1
535,1,1,1,1,1
536,1,1,1,1,1
537,0,0,0,0,0
538,1,1,1,1,1
539,1,1,1,1,1
540,1,1,1,1,1
541,1,1,1,1,1
542,1,0,1,1,1
543,1,0,1,1,1
544,1,1,1,1,1
545,1,1,1,1,1
546,1,0,1,1,1
547,1,1,1,1,1
548,0,0,0,0,0
549,1,1,1,1,1
550,0,0,0,0,0
551,2,2,2,2,2
552,0,2,2,2,2
553,0,0,0,0,0
554,2,2,2,2,2
555,0,0,0,0,0
556,1,1,1,1,1
557,2,2,2,2,2
558,1,1,1,1,1
559,2,2,2,2,2
560,1,1,1,1,1
561,2,2,2,2,2
562,1,1,1,1,1
563,1,1,1,0,1
564,1,1,1,1,1
565,0,0,0,0,0
566,1,1,1,1,1
567,1,1,1,1,1
568,0,0,0,0,0
569,0,0,0,0,0
570,2,2,2,2,2
571,2,2,2,2,2
572,2,2,2,2,2
573,2,2,2,2,2
574,1,2,0,0,0
575,1,1,1,1,1
576,1,1,1,1,1
577,2,2,2,2,2
578,2,2,2,2,2
579,2,2,2,2,2
580,2,2,2,2,2
581,0,0,0,0,0
582,1,1,1,1,1
583,2,2,2,2,2
584,1,1,1,1,1
585,2,2,2,2,2
586,1,1,1,1,1
587,2,2,2,2,2
588,1,1,1,1,1
589,2,2,2,2,2
590,0,2,2,2,2
591,2,2,2,2,2
592,2,2,2,2,2
593,2,2,2,2,2
594,1,1,1,1,1
595,2,2,2,2,2
596,1,1,1,1,1
597,2,2,2,2,2
598,2,2,0,2,2
599,2,2,2,2,2
600,1,1,1,1,1
601,1,1,1,1,1
602,1,1,1,1,1
603,2,2,2,2,2
604,2,2,2,2,2
605,2,2,2,2,2
606,2,2,2,2,2
607,1,1,1,1,1
608,2,2,2,2,2
609,0,2,2,0,2
610,1,1,1,1,1
611,1,1,0,0,1
612,1,1,1,1,1
613,1,1,1,1,1
614,1,1,1,1,1
615,1,1,1,1,1
616,1,1,1,1,1
617,2,2,2,2,2
618,1,1,1,1,1
619,2,2,2,2,2
620,1,1,1,1,1
621,2,2,2,2,2
622,2,2,2,2,2
623,1,1,1,1,1
624,0,0,2,2,2
625,1,1,1,1,1
626,0,1,1,0,1
627,2,2,2,2,2
628,0,0,0,0,0
629,1,0,0,0,0
630,0,2,0,2,2
631,1,2,1,1,1
632,2,2,2,2,2
633,1,1,1,1,1
634,2,2,2,2,2
635,2,2,2,2,2
636,0,0,0,0,0
637,0,1,1,1,0
638,2,2,0,2,2
639,1,0,1,0,1
640,1,1,1,1,1
641,1,1,1,1,1
642,1,1,1,1,1
643,1,1,1,0,1
644,1,1,1,0,1
645,2,2,2,2,2
646,2,2,2,2,2
647,2,2,2,2,2
648,0,2,0,0,0
649,2,2,2,2,2
650,0,1,1,0,0
651,1,1,1,1,1
652,1,1,1,1,1
653,1,1,1,1,1
654,2,2,0,2,2
655,2,2,2,2,2
656,2,2,2,2,2
657,2,2,2,2,2
658,1,1,1,1,1
659,0,1,0,0,1
660,2,2,2,2,2
661,2,2,2,2,2
662,0,2,0,0,2
663,2,2,1,2,2
664,2,2,0,2,2
665,1,1,1,1,1
666,2,2,2,2,2
667,1,1,1,1,2
668,2,2,2,2,2
669,0,0,0,0,2
670,1,2,1,1,1
671,0,1,0,0,0
672,0,2,0,0,0
673,0,0,0,0,0
674,1,1,1,1,1
675,0,0,0,0,0
676,0,0,0,0,0
677,0,0,0,0,0
678,0,0,0,0,2
679,1,1,1,1,1
680,1,1,1,1,1
681,1,1,1,1,1
682,1,1,1,1,1
683,1,1,1,1,1
684,0,0,0,0,2
685,1,1,1,1,1
686,1,1,1,1,1
687,0,2,1,0,1
688,1,1,1,1,1
689,1,1,1,1,1
690,0,0,0,0,0
691,1,1,1,1,1
692,0,0,0,0,0
693,2,2,2,2,2
694,0,2,0,0,0
695,0,0,0,0,0
696,2,2,2,2,2
697,0,0,0,0,0
698,2,2,2,2,2
699,1,1,1,1,1
700,0,0,0,0,0
701,0,2,0,0,2
702,1,0,1,0,1
703,0,0,0,0,0
704,0,2,2,2,2
705,1,1,1,1,1
706,1,1,1,1,1
707,1,1,1,1,1
708,1,2,1,0,1
709,0,0,0,0,0
710,1,1,1,0,1
711,0,0,0,2,0
712,0,0,1,0,1
713,2,2,2,2,2
714,0,2,2,2,2
715,1,1,1,1,1
716,1,1,1,1,1
717,2,2,2,2,2
718,0,0,0,0,0
719,0,2,0,0,0
720,0,0,0,0,0
721,0,0,0,0,0
722,2,2,2,2,2
723,1,1,1,1,1
724,0,0,0,0,0
725,2,2,2,2,2
726,1,1,1,1,1
727,0,0,0,0,0
728,1,1,0,1,1
729,0,0,0,2,2
730,2,2,2,2,2
731,0,2,0,0,0
732,0,0,0,0,0
733,0,2,0,0,0
734,1,1,1,1,1
735,0,0,0,0,0
736,1,1,1,1,1
737,2,2,2,2,2
738,0,0,0,0,0
739,2,2,2,2,2
740,0,0,0,0,0
741,0,0,0,0,0
742,0,0,0,0,0
743,1,0,1,1,0
744,2,2,2,2,2
745,0,0,2,0,0
746,2,2,2,2,2
747,2,2,2,2,2
748,0,0,0,0,0
749,1,1,1,1,1
750,1,1,1,1,1
751,1,1,1,1,1
752,0,0,0,0,0
753,1,1,1,1,1
754,0,0,0,0,0
755,0,0,0,0,0
756,0,0,0,0,0
757,1,1,2,1,1
758,1,1,1,1,1
759,2,2,2,2,2
760,2,2,2,2,2
761,2,2,2,2,0
762,0,0,0,0,0
763,2,2,2,2,2
764,1,1,1,1,1
765,0,0,0,0,0
766,0,2,0,2,0
767,0,0,0,0,0
768,1,2,1,1,1
769,0,2,2,2,2
770,2,2,2,2,2
771,0,0,0,0,0
772,1,1,1,1,1
773,1,1,1,1,1
774,0,0,0,0,0
775,1,1,1,1,1
776,0,0,0,0,0
777,0,0,0,0,0
778,0,0,0,0,0
779,0,0,0,0,0
780,0,0,0,0,0
781,0,1,0,0,0
782,1,1,1,1,1
783,0,0,0,0,0
784,0,0,0,0,0
785,1,1,1,1,1
786,0,0,0,0,0
787,0,0,0,0,0
788,0,0,0,0,0
789,0,0,0,0,0
790,2,2,2,2,2
791,0,0,0,0,0
792,0,0,0,0,0
793,1,1,1,1,1
794,0,0,0,0,0
795,1,1,1,1,1
796,1,1,1,1,1
797,1,1,1,1,1
798,1,1,1,1,1
799,1,1,1,1,1
800,1,1,1,1,1
801,1,1,1,1,1
802,1,1,1,1,1
803,2,2,2,2,2
804,1,1,1,1,1
805,1,1,1,1,1
806,1,1,1,1,1
807,1,1,1,1,1
808,1,1,1,1,1
809,2,2,2,2,2
810,2,2,2,2,2
811,1,1,1,1,1
812,0,0,0,0,0
813,2,2,2,2,2
814,1,1,1,1,1
815,2,2,0,2,2
816,1,1,1,1,1
817,1,1,1,1,1
818,1,1,1,1,1
819,1,1,1,1,1
820,0,0,0,0,0
821,1,1,1,1,1
822,1,1,1,1,1
823,0,0,0,2,2
824,1,1,1,1,1
825,1,1,1,1,1
826,1,1,1,1,1
827,1,1,1,1,1
828,1,1,1,1,1
829,1,1,1,1,1
830,1,1,1,1,1
831,0,0,0,0,0
832,1,1,1,1,1
833,0,0,0,0,0
834,1,1,1,1,1
835,1,1,1,1,1
836,1,1,1,1,1
837,1,1,1,1,1
838,1,1,1,1,1
839,1,1,1,1,1
840,0,0,0,0,0
841,1,1,1,1,1
842,1,1,1,1,0
843,1,1,1,1,1
844,1,1,1,1,1
845,2,2,2,2,2
846,1,1,1,1,1
847,1,1,1,1,1
848,0,0,0,0,0
849,0,0,0,0,0
850,1,1,1,1,1
851,0,0,0,0,0
852,1,1,1,1,1
853,1,1,1,1,1
854,1,1,1,1,1
855,0,0,0,0,0
856,1,1,1,1,1
857,1,1,1,1,1
858,1,1,1,1,1
859,1,1,1,1,1
860,2,0,0,2,0
861,1,1,1,1,1
862,1,1,1,1,1
863,0,0,0,0,0
864,1,1,1,1,1
865,1,1,1,1,1
866,1,1,1,1,1
867,0,0,0,0,0
868,1,1,1,1,1
869,1,1,1,1,1
870,1,1,1,1,1
871,2,2,2,2,2
872,1,1,1,1,1
873,2,2,0,2,2
874,0,0,0,0,0
875,0,2,0,2,0
876,1,1,1,1,1
877,1,1,1,1,1
878,1,1,1,1,1
879,1,1,1,1,1
880,1,1,1,1,1
881,1,1,1,1,1
882,1,1,1,1,1
883,1,1,1,1,1
884,1,1,1,1,1
885,1,1,1,1,1
886,1,1,1,1,1
887,0,0,0,0,0
888,0,0,0,0,0
889,0,0,0,0,0
890,0,0,0,0,0
891,1,1,1,1,1
892,0,0,0,0,0
893,0,0,0,0,0
894,1,1,1,1,1
895,0,0,0,0,0
896,1,1,1,1,1
897,0,0,0,0,0
898,2,0,2,2,2
899,0,0,0,0,0
900,1,0,1,0,1
901,1,1,1,1,1
902,2,2,2,2,2
903,1,1,0,1,1
904,2,2,2,2,2
905,1,1,1,1,1
906,1,1,1,1,1
907,2,0,2,0,2
908,1,1,1,1,1
909,0,0,0,0,0
910,0,0,0,0,0
911,0,0,0,0,0
912,0,0,0,0,0
913,1,0,1,1,1
914,0,0,0,0,0
915,0,0,0,0,0
916,1,1,1,1,1
917,0,0,0,0,0
918,1,1,1,1,1
919,0,0,0,0,0
920,0,0,0,0,0
921,0,0,0,0,0
922,1,1,1,1,1
923,0,0,0,0,0
924,0,0,0,0,0
925,0,0,1,1,1
926,1,1,1,1,1
927,0,0,0,0,0
928,0,0,0,0,0
929,0,0,0,0,0
930,0,0,0,0,0
931,0,0,0,0,0
932,0,0,0,0,0
933,1,1,1,1,1
934,0,0,0,0,0
935,0,0,0,0,0
936,1,1,1,2,1
937,0,0,0,0,0
938,1,1,1,1,1
939,0,0,0,0,0
940,2,2,2,2,2
941,2,2,2,0,2
942,0,0,0,0,0
943,2,2,2,2,2
944,0,0,0,0,0
945,0,1,1,1,1
946,2,2,2,2,2
947,0,0,0,0,0
948,1,1,1,1,1
949,2,2,2,2,2
950,0,0,0,0,0
951,0,0,0,0,0
952,0,0,0,0,0
953,2,2,2,2,2
954,0,0,0,0,0
955,0,0,0,0,0
956,0,0,0,0,0
957,0,2,0,0,0
958,2,2,2,2,2
959,0,0,0,0,0
960,2,2,2,2,2
961,0,0,0,0,0
962,0,0,0,0,0
963,0,0,0,0,0
964,0,0,0,0,0
965,0,0,0,0,0
966,0,0,0,0,0
967,0,0,0,0,0
968,0,0,0,0,0
969,0,0,0,0,0
970,0,0,0,0,0
971,1,1,1,1,1
972,0,0,0,0,0
973,2,2,2,2,2
974,0,0,0,0,0
975,0,0,0,0,0
976,0,0,0,0,0
977,0,0,0,0,0
978,1,0,1,1,1
979,1,1,1,1,1
980,0,2,2,0,0
981,0,0,0,0,0
982,1,1,1,1,1
983,0,0,0,0,0
984,2,2,2,2,2
985,2,2,2,2,2
986,0,0,0,0,0
987,1,0,0,1,1
988,0,0,0,0,0
989,0,1,0,0,0
990,1,0,1,0,0
991,0,0,0,0,0
992,1,0,1,1,1
993,0,0,0,0,0
994,2,2,2,2,0
995,0,0,0,0,0
996,0,0,0,0,0
997,2,2,2,2,2
998,0,0,0,0,0
999,2,2,2,2,2
1000,1,1,1,1,1
1001,0,0,2,0,2
1002,2,2,2,2,2
1003,0,0,0,0,0
1004,2,2,2,2,2
1005,0,1,0,0,0
1006,1,1,1,1,1
1007,1,1,1,1,1
1008,0,0,0,0,0
1009,0,0,0,0,0
1010,0,0,0,0,0
1011,0,0,0,0,0
1012,0,0,0,0,0
1013,0,0,0,0,0
1014,1,0,0,0,0
1015,0,0,0,0,0
1016,0,1,1,0,0
1017,0,0,0,0,0
1018,0,0,0,0,0
1019,0,0,0,0,0
1020,0,0,0,0,0
1021,0,0,0,0,0
1022,0,0,0,0,0
1023,2,2,2,2,2
1024,0,0,0,0,0
1025,2,2,2,2,2
1026,0,0,0,0,0
1027,2,2,2,2,2
1028,1,1,1,0,0
1029,0,0,0,0,0
1030,0,0,0,0,0
1031,0,0,0,0,0
1032,0,0,0,0,0
1033,0,0,0,0,0
1034,1,1,1,0,1
1035,0,0,0,0,0
1036,1,1,1,1,1
1037,0,0,0,0,0
1038,0,0,0,0,0
1039,0,0,0,0,0
1040,0,0,0,0,0
1041,0,0,0,0,0
1042,0,0,0,0,0
1043,1,1,1,1,1
1044,0,0,0,0,0
1045,0,0,0,0,0
1046,0,0,0,0,0
1047,0,1,1,0,1
1048,0,0,0,0,0
1049,0,0,0,0,0
1050,0,0,2,2,2
1051,0,0,0,0,0
1052,2,1,0,0,0
1053,1,1,1,1,1
1054,0,0,0,0,0
1055,0,0,0,0,0
1056,0,0,0,0,0
1057,0,0,0,0,0
1058,0,0,0,0,0
1059,2,2,2,2,2
1060,0,0,0,0,0
1061,0,0,0,0,1
1062,2,2,2,2,2
1063,0,0,0,0,0
1064,0,0,1,0,0
1065,0,0,0,0,0
1066,1,1,1,1,1
1067,0,2,0,0,0
1068,2,2,2,2,2
1069,1,1,1,1,1
1070,0,0,0,0,0
1071,2,2,2,2,2
1072,0,0,0,0,0
1073,2,2,2,2,2
1074,1,1,1,2,1
1075,0,0,0,0,0
1076,0,0,0,0,0
1077,0,0,0,0,0
1078,0,0,0,0,0
1079,0,0,0,0,0
1080,1,0,1,1,1
1081,0,0,0,0,0
1082,1,0,1,1,1
1083,0,0,2,2,2
1084,2,2,2,2,2
1085,0,2,2,2,2
1086,0,0,0,0,0
1087,2,2,2,2,2
1088,0,0,1,0,1
1089,0,0,0,0,0
1090,0,0,0,0,0
1091,0,0,0,0,0
1092,0,0,0,0,0
1093,1,1,1,0,1
1094,1,1,1,1,1
1095,0,0,0,0,0
1096,0,0,0,0,0
1097,2,0,2,2,2
1098,0,0,0,0,0
1099,1,1,1,1,1
1100,2,2,2,2,2
1101,2,2,2,2,2
1102,0,0,0,0,0
1103,0,0,0,0,0
1104,1,1,1,1,1
1105,0,1,1,0,1
1106,1,1,1,1,1
1107,0,2,0,0,2
1108,2,2,2,2,2
1109,1,1,1,1,1
1110,0,0,0,0,0
1111,2,2,2,2,2
1112,2,0,2,0,0
1113,0,0,0,0,0
1114,2,2,2,2,0
1115,1,0,1,1,1
1116,0,0,1,0,1
1117,0,2,0,0,2
1118,2,2,2,2,2
1119,0,0,0,0,0
1120,2,2,2,2,2
1121,0,0,0,0,0
1122,0,0,0,1,1
1123,1,1,1,1,1
1124,2,2,2,2,2
1125,0,0,0,0,0
1126,1,1,1,1,1
1127,1,1,1,1,1
1128,0,0,0,0,0
1129,0,2,0,0,0
1130,1,1,1,1,1
1131,1,1,1,1,1
1132,0,0,0,0,1
1133,1,1,1,1,1
1134,2,2,2,2,2
1135,0,0,1,1,1
1136,1,1,1,1,1
1137,1,1,1,1,1
1138,2,2,2,2,2
1139,1,1,1,1,1
1140,1,1,1,1,1
1141,1,1,1,1,1
1142,1,1,1,1,1
1143,0,0,0,0,0
1144,1,1,1,1,1
1145,1,1,1,1,1
1146,1,1,1,1,1
1147,1,2,0,1,1
1148,1,1,1,1,1
1149,2,2,2,2,2
1150,2,2,2,2,2
1151,0,0,0,0,0
