id,y
177,4464770906580120,0
178,4464769463216680,1
179,4465122703546840,0
180,4465118236485330,1
181,4465130227710200,0
182,4465134078564770,0
183,4464933665925550,0
184,4465486979342480,2
185,4465496474377710,0
186,4465380950696890,0
187,4465487318247970,0
188,4465422898144120,1
189,4465858602864660,0
190,4465854559810810,0
191,4466210483671550,2
192,4466213302116440,0
193,4466164678190330,0
194,4466581838786680,0
195,4467668235345250,1
196,4468389198188260,2
197,4468754975137880,0
198,4468754115212790,2
199,4468584073487950,2
200,4468757205922540,0
201,4469119463975890,0
202,4469479494562170,0
203,4469469252224420,0
204,4469419440727750,0
205,4469836048915120,0
206,4470565748189300,0
207,4471604031160710,0
208,4471656330688900,0
209,4464966113412720,0
210,4471654778787500,0
211,4471636398965470,0
212,4471629386469070,0
213,4472017174820380,1
214,4472003778261750,0
215,4471998371262360,1
216,4472008895256350,0
217,4472015375345240,0
218,4472347693907350,0
219,4472381118738570,0
220,4472729783066430,0
221,4470567442905970,0
222,4470567761671570,0
223,4470567900478430,2
224,4473094377153570,0
225,4470620458507210,0
226,4473093764365740,1
227,4473458920438860,0
228,4471254985321740,0
229,4471259305871090,0
230,4471276754328330,0
231,4471632758730820,0
232,4473459042006290,0
233,4471837772066940,0
234,4455969243514730,0
235,4455753513222390,0
236,4456732506277880,0
237,4456763828484270,0
238,4456697139290450,0
239,4457494920942070,0
240,4457670628726130,0
241,4458177632156380,0
242,4460335592909370,0
243,4460771897170630,0
244,4460936893263020,0
245,4461131911671280,0
246,4461036855821890,1
247,4461302346776680,0
248,4464040804350640,0
249,4462212582125330,0
250,4462401309141190,0
251,4463321174268600,0
252,4465698379842920,0
253,4465810166523690,0
254,4464408958857800,2
255,4464409185467440,1
256,4464401534753710,1
257,4466356311636400,0
258,4464771212194100,0
259,4465029841286090,0
260,4465108249822880,0
261,4467057670116230,0
262,4466578139480290,0
263,4467640208552750,0
264,4467542397947140,0
265,4466805688777560,1
266,4467305666974680,0
267,4467301153438780,0
268,4467300273379740,0
269,4467300260343500,0
270,4468031901960900,1
271,4468017003775320,0
272,4468026734494360,0
273,4468032602270050,1
274,4467981272340780,1
275,4468029918331890,1
276,4468390153960310,1
277,4468380406604710,1
278,4468630257885360,0
279,4470849753043540,0
280,4470885647817230,0
281,4471091206430500,0
282,4469375261947240,1
283,4471159804320190,1
284,4470202949644310,1
285,4471871011313470,0
286,4471798114776930,0
287,4471987314944810,0
288,4470559435525610,0
289,4471886102324760,1
290,4470921538719360,0
291,4472353235311780,0
292,4470912499794690,0
293,4470931436673880,0
294,4472251808085010,0
295,4470917768049860,0
296,4472373526784850,0
297,4472366279454090,0
298,4472686791201640,0
299,4472722492754270,2
300,4472655346592760,1
301,4473103088158590,0
302,4473087997502920,0
303,4473105877240020,0
304,4473104351024410,0
305,4472693912781640,0
306,4456015002737710,0
307,4455877316918170,0
308,4456361352126380,0
309,4457084982330980,0
310,4457820893922990,0
311,4457749444790850,0
312,4457898002807740,0
313,4458208481355390,0
314,4458419853503020,0
315,4458587864269730,2
316,4458907785163020,0
317,4459120650009570,2
318,4461294243261090,0
319,4459688525269000,0
320,4460388923788900,0
321,4461416285004210,0
322,4461315516857530,0
323,4461782993132120,1
324,4461552855464080,0
325,4461776542842830,0
326,4461849171435840,0
327,4461850224213940,0
328,4464042972120400,0
329,4463842497378900,0
330,4464186585557630,0
331,4462838527416830,0
332,4462953228711990,0
333,4464727616837070,0
334,4465105766843330,0
335,4464409063665030,1
336,4464383705017990,1
337,4464406740251830,0
338,4464406756871180,2
339,4465780987219520,1
340,4464771514473060,0
341,4465785898652880,0
342,4465844551826340,0
343,4465489608747230,0
344,4465489323635370,0
345,4465471279974910,0
346,4465433933089800,1
347,4465855770963210,0
348,4465820220158440,0
349,4466902439443950,0
350,4467472722191860,2
351,4466945497373640,0
352,4466940968037050,0
353,4467472931767440,0
354,4467468590059190,0
355,4467297240421310,2
356,4467299275234670,0
357,4467307592036200,0
358,4467666616164500,0
359,4468032413863560,0
360,4468031750695890,0
361,4468016463044540,0
362,4468386295750590,0
363,4468340409727250,0
364,4468380847772490,0
365,4468755146496840,1
366,4468553710900510,0
367,4468659269450490,0
368,4469116482175180,1
369,4469120349463410,0
370,4469115752415220,0
371,4469112916850480,0
372,4469094764198020,0
373,4469045640260460,0
374,4469468749246440,0
375,4469478740402500,0
376,4469461647911230,0
377,4469267640272520,0
378,4469843992769230,0
379,4470135622335580,0
380,4470194469015250,0
381,4470569942773990,0
382,4470566759216210,0
383,4470447686975330,1
384,4470544504596860,0
385,4470459997271030,1
386,4470932192419770,0
387,4470825673083470,0
388,4470906677892220,0
389,4471292641804390,0
390,4471281129339210,2
391,4471294134937410,0
392,4471275919066310,0
393,4471269791863100,0
394,4471655038181490,0
395,4471282785126110,0
396,4471479016098630,0
397,4471583043172700,0
398,4472011449548570,0
399,4471586231372020,0
400,4472018684869180,0
401,4472737265188820,1
402,4473451329009410,0
403,4472976558319680,0
404,4472892840868800,0
405,4473412842002790,0
406,4457294038941320,0
407,4465495367697510,0
408,4465491198838800,0
409,4465495044794120,0
410,4465836352293340,2
411,4465857964995060,1
412,4465858304386720,2
413,4465838327618760,2
414,4466204674858300,0
415,4466111125241370,0
416,4466204447923540,2
417,4458249266753710,0
418,4466441845684040,0
419,4466422959307700,0
420,4458449012235780,2
421,4466824261813620,0
422,4467275992171750,0
423,4467247152439460,0
424,4467295718347390,0
425,4467995047160100,2
426,4467940806575810,0
427,4468301347948530,0
428,4468312333872500,0
429,4468752332590830,0
430,4468733945190620,1
431,4468733415969770,0
432,4468741838183700,2
433,4460651286549760,0
434,4469016846522840,2
435,4469465284778800,2
436,4469824203373120,0
437,4461086432262040,0
438,4469810002069970,0
439,4469753001246340,0
440,4470178597258140,0
441,4461068241938530,2
442,4470197782418700,0
443,4470187078501150,0
444,4471601892741980,0
445,4462035029135020,0
446,4471643688359500,2
447,4471581017775710,0
448,4471991329265010,0
449,4472285198933640,0
450,4472334838660870,0
451,4472308121245590,0
452,4472931772184540,0
453,4473468760173060,0
454,4473462393263460,0
455,4466517250477480,0
456,4470183764688460,0
457,4470554616493780,0
458,4466945237339240,0
459,4466940904599990,1
460,4467157041205410,0
461,4467101769121060,0
462,4472042072420460,2
463,4470049903268050,1
464,4457614178264030,0
465,4458055246727070,0
466,4458250546126670,0
467,4472919163750240,0
468,4460084882798190,0
469,4461429443038400,0
470,4461652520741790,0
471,4462218316299300,0
472,4462944546673890,2
473,4463309476894770,0
474,4462944496421190,1
475,4463310252399480,1
476,4464035376503990,1
477,4464759811898330,0
478,4464407331495670,0
479,4465001278537690,0
480,4464677930770090,1
481,4464719953543580,0
482,4465055343282170,0
483,4464572150710210,1
484,4464917165673160,0
485,4465098993264920,1
486,4465449058572070,1
487,4465465781385250,1
488,4465413407073120,1
489,4465444872169370,1
490,4465670454802490,0
491,4465656651202550,1
492,4465840864978720,1
493,4466126865600490,0
494,4466208831476400,1
495,4466201806130190,0
496,4466193781971100,0
497,4466537722870000,0
498,4466469578040220,0
499,4466932382248530,1
500,4466762336465460,1
501,4466748907017600,0
502,4466714299323070,0
503,4467291137755190,0
504,4467219235242290,0
505,4467639638613690,1
506,4468026767925210,1
507,4466173980860160,0
508,4467991930624580,1
509,4468028877758120,1
510,4467991612165270,0
511,4467349102689480,2
512,4467867116215560,0
513,4467902897929750,0
514,4468346953186850,1
515,4468303156581530,0
516,4468307681933240,1
517,4468557850729960,0
518,4468607339648480,0
519,4468735974621960,1
520,4468752144229920,1
521,4468801079244590,1
522,4468911493966460,1
523,4469460058878480,1
524,4469836664997870,0
525,4470191327495420,0
526,4470536916379830,0
527,4470396428994690,1
528,4471542085735500,0
529,4470932204454550,0
530,4471635086455380,0
531,4470895336365250,0
532,4472156165345580,2
533,4472220065991550,0
534,4471586511603950,0
535,4472265187883320,0
536,4472326357708750,1
537,4455919671045020,0
538,4472349438667920,0
539,4472128118485680,1
540,4472353109507180,0
541,4472709398239660,1
542,4472669053304000,0
543,4457110588748730,0
544,4473066459738240,1
545,4472898750406660,0
546,4457348569005070,0
547,4473093588490350,1
548,4473344499539720,0
549,4473382936472640,1
550,4461776999967550,0
551,4462488831406130,0
552,4462527226283700,0
553,4462958786377530,0
554,4462957276878450,0
555,4463318024301790,0
556,4469481735001700,1
557,4463684405094250,2
558,4469475682250560,1
559,4463684250595000,2
560,4470078063663020,0
561,4464406647441900,0
562,4470598602766700,1
563,4471283678763420,0
564,4472287341849560,1
565,4472178072552590,0
566,4472027681274030,0
567,4473064886410150,0
568,4473146398362980,0
569,4456074310223420,0
570,4456436690057940,2
571,4466217907782960,2
572,4466215928123870,0
573,4466213230507800,0
574,4457150430394920,0
575,4457161457020660,1
576,4457161306286060,1
577,4466220541919050,0
578,4466149809196920,2
579,4466200241700930,0
580,4466578693195890,2
581,4458611130246930,0
582,4458610841354780,1
583,4466945854051540,2
584,4458611159363610,1
585,4466917136252980,2
586,4467305934778030,0
587,4467308099573570,2
588,4458973488888860,1
589,4458973375520900,0
590,4458973484352670,0
591,4467670772281390,0
592,4467662564572780,0
593,4458973350535500,0
594,4458973141248490,0
595,4468033131308940,2
596,4459335817776620,1
597,4468386346549620,0
598,4459698189444210,0
599,4459698180749930,0
600,4459696276453000,0
601,4459698226797950,0
602,4459698092619080,0
603,4469119908980660,2
604,4469102213409290,2
605,4469008055160640,0
606,4469479465086340,0
607,4459697694430140,0
608,4460058630590700,0
609,4460060606876220,0
610,4460060551853650,1
611,4460060702444190,0
612,4460423023464650,1
613,4460060375713090,1
614,4460421505177780,0
615,4460785478573400,0
616,4460784287119920,1
617,4470569107733280,2
618,4460781062396030,1
619,4461147677508440,0
620,4461147509954960,0
621,4470931630471200,0
622,4461147702732510,0
623,4461147593996000,1
624,4470923346650640,0
625,4461510078511350,1
626,4470884251462400,0
627,4461509855880670,2
628,4461872290269230,0
629,4461872495760100,0
630,4471269502025840,0
631,4462233671302960,0
632,4471284953634030,2
633,4462234019534800,0
634,4471281212938910,2
635,4470201007344600,0
636,4471656594588650,0
637,4462596952450450,0
638,4462597028393350,0
639,4462954063858130,0
640,4462959386516050,0
641,4472379831364480,1
642,4462959679618040,1
643,4463321862544300,0
644,4463321157438650,0
645,4463321787332330,2
646,4463683927026040,0
647,4463683260359130,0
648,4463682342179650,0
649,4473100663831510,2
650,4463684384205230,0
651,4464046591499470,0
652,4464046285484390,1
653,4464046926998280,1
654,4473051435960500,0
655,4473402528513410,0
656,4464409303101260,0
657,4473447100988450,2
658,4464409181553570,1
659,4464771589624790,0
660,4465133952964000,0
661,4465496445941540,0
662,4465496038075130,0
663,4465857138368890,2
664,4466220860875050,0
665,4466221259218230,1
666,4466221023762440,0
667,4466583466671810,0
668,4466582337747730,2
669,4466579955588770,0
670,4466945296019620,0
671,4466946043173620,0
672,4466944331286150,0
673,4466945610901730,0
674,4467670088921780,0
675,4459103365385180,0
676,4468033169230160,0
677,4468032502020670,0
678,4468026759509190,0
679,4468757633854300,0
680,4468757898259550,1
681,4469120248309480,1
682,4468757923882280,0
683,4469120202637740,1
684,4469119334040580,0
685,4469120088903640,0
686,4469120408150090,1
687,4469481751405900,0
688,4469482741659210,1
689,4469480702860850,1
690,4462915753424970,0
691,4469844060060460,0
692,4463224982852190,0
693,4470207118814390,2
694,4470569741317570,0
695,4463232250665540,0
696,4470568957343230,2
697,4470565325211570,0
698,4463616306709480,0
699,4470932153908390,1
700,4463494457481010,0
701,4470932246898240,0
702,4471294680466560,0
703,4464027884927130,0
704,4463970650266480,0
705,4472019179361320,1
706,4472019456407700,1
707,4472381810491200,0
708,4472381584015570,0
709,4464532615793430,0
710,4472379981644610,0
711,4472381827969070,0
712,4472381776621740,0
713,4472744156839350,2
714,4472735897740390,0
715,4472744051639800,1
716,4472744085051520,0
717,4472744017804310,0
718,4464808570994590,0
719,4473106619452870,0
720,4465117422758060,0
721,4463951972535060,0
722,4463894712473420,2
723,4473103885606770,1
724,4473106376693820,0
725,4473103440412640,2
726,4473103847564610,1
727,4465439512125590,0
728,4473467770455430,0
729,4473468827180700,0
730,4465750360584700,2
731,4473468555321750,0
732,4465782979176680,0
733,4473467396725090,0
734,4473468898513710,1
735,4466184613188490,0
736,4467601906375070,0
737,4469691764690130,0
738,4471915261903510,0
739,4467287581225820,0
740,4456793247455430,0
741,4467704301887610,0
742,4468298445919080,0
743,4468631171448420,0
744,4469120072408070,2
745,4469120181870900,0
746,4469120114760690,2
747,4469120361435550,0
748,4458789094475770,0
749,4470564179227130,0
750,4470558878073320,0
751,4470932267942840,0
752,4459503401075220,0
753,4470921282682290,0
754,4459952703281780,0
755,4471280898435810,0
756,4460314831557400,0
757,4471232617255400,0
758,4471476353208370,0
759,4471470715230110,0
760,4471491443391130,2
761,4458570185567740,0
762,4460729966532490,0
763,4472372461295260,2
764,4472356355230970,1
765,4472187215689740,0
766,4472378719047050,0
767,4472728595798280,0
768,4472719112628220,0
769,4472710895990880,0
770,4472735301985940,0
771,4462166675798140,0
772,4455918291221730,1
773,4456227268205130,0
774,4462954299149850,0
775,4457711753978140,1
776,4463668383512810,0
777,4462729757014320,0
778,4464024429064750,0
779,4464367590185610,0
780,4464236355015320,0
781,4464402831153250,0
782,4461667594989570,1
783,4464684797127410,0
784,4464735871751180,0
785,4462455520669590,1
786,4464720344218380,0
787,4465120589558270,0
788,4465113572536100,0
789,4465094979476190,0
790,4465127908252330,0
791,4465072850374500,0
792,4465025727536790,0
793,4464046566499630,1
794,4465386865191720,0
795,4465132522211870,1
796,4465496420681830,1
797,4465495023994360,1
798,4465856362671630,1
799,4465856119559510,1
800,4465858745414710,1
801,4465858829385090,1
802,4466221145547570,0
803,4466943161712080,2
804,4466219530377880,0
805,4466220969159700,1
806,4466220957235500,1
807,4466220856660680,1
808,4466945565283040,0
809,4467655010378200,2
810,4467669036461260,0
811,4466944603933990,1
812,4468025069827450,0
813,4468023622989160,0
814,4467307478741880,1
815,4468322663817410,0
816,4467307771964750,0
817,4467308053341160,1
818,4467670835805420,1
819,4467670844087660,1
820,4468367693989860,0
821,4467670839488350,1
822,4467670692918320,1
823,4468726155490020,0
824,4468031973251630,1
825,4468032883887690,1
826,4468032505948570,1
827,4468032254706790,1
828,4468033021970050,1
829,4468033131321350,1
830,4468028672161030,1
831,4469825122053850,0
832,4468757978356450,1
833,4470196213556710,0
834,4468756057020970,1
835,4468757973766340,1
836,4469120223714030,1
837,4469117820226890,0
838,4469119829084890,1
839,4469120219477150,0
840,4471186123643440,0
841,4469119757934020,1
842,4469119648470250,0
843,4469116930546270,0
844,4469119938448850,0
845,4471512083470160,0
846,4469482288644970,1
847,4469482728520960,0
848,4471901721948370,0
849,4471987311732400,0
850,4469482493637100,1
851,4472009507097050,0
852,4469843153301040,1
853,4469844957283470,1
854,4469845028243890,1
855,4472360654146720,0
856,4469844919756900,1
857,4469841307634290,1
858,4469845137148610,1
859,4470207479079680,1
860,4472707653935110,0
861,4470206346399850,1
862,4470207256802750,1
863,4472712896542830,0
864,4470569880007680,1
865,4470569901043550,1
866,4470569728681060,1
867,4473053750347490,0
868,4470569896498200,1
869,4470569833373360,1
870,4470568625842880,1
871,4473079927428600,0
872,4470931155644350,0
873,4473100822966010,0
874,4473079000898450,0
875,4473091994940960,0
876,4471293648864320,1
877,4472018315534880,0
878,4472018907298810,0
879,4472381726581890,1
880,4472381856791310,0
881,4472381508313730,1
882,4472378769938490,1
883,4472744202867910,1
884,4473105005238730,1
885,4473065221933520,1
886,4473467099876110,1
887,4462968592614220,0
888,4463292871044520,0
889,4464046646368930,0
890,4464759631709000,0
891,4465851765884100,1
892,4465846678001170,0
893,4466219258715350,0
894,4466053285493560,0
895,4466565192252250,0
896,4466944629398460,0
897,4466911633435340,0
898,4473468064004290,0
899,4456398135709110,0
900,4468022565678160,0
901,4458186268553990,0
902,4457980391521770,0
903,4467975870214530,0
904,4468019931494820,0
905,4468388233701320,1
906,4468392427399450,1
907,4468391337746260,0
908,4468381996253690,0
909,4459198240526040,0
910,4459471734303330,0
911,4468727368385870,0
912,4459828099187370,0
913,4468756149358320,1
914,4469105509974590,0
915,4460176696092170,0
916,4469296228470380,0
917,4470203876615550,0
918,4470181810207310,1
919,4462057795577330,0
920,4462851815474210,0
921,4470527496346180,0
922,4470438778373350,0
923,4463321832805040,0
924,4463681532738640,0
925,4463679850809070,0
926,4470561234988980,0
927,4464037695929060,0
928,4463912390821890,0
929,4464395432227820,0
930,4464377094294340,0
931,4464375820026910,0
932,4464768318034610,0
933,4464436163276510,0
934,4465106127480350,0
935,4465458448831650,0
936,4465844975328000,0
937,4466157492720810,0
938,4471612017006110,1
939,4471626500416500,0
940,4466939109783860,0
941,4472127292180330,0
942,4467897554867000,0
943,4472739974425140,0
944,4468277234928130,0
945,4468749132378320,0
946,4473447788769300,2
947,4473392944411800,0
948,4468978766295010,1
949,4469410683335070,0
950,4469337144096330,0
951,4469757182560920,0
952,4470862524597440,0
953,4471171670448790,0
954,4471623656152990,0
955,4471535765023240,0
956,4471779567089660,0
957,4471870487158780,0
958,4471905798775030,0
959,4472368325786760,0
960,4472146389081570,2
961,4472377579074090,0
962,4472635146610180,0
963,4472931855477230,0
964,4473264447508450,0
965,4473304502800720,0
966,4463185090116260,0
967,4464281539949180,0
968,4464281553023100,0
969,4464732733911900,0
970,4464676199351370,0
971,4465116261099610,1
972,4465102453114590,0
973,4465854898959920,2
974,4465641672906510,0
975,4465843179824740,0
976,4465856392351650,0
977,4468280179900380,0
978,4468954741056560,1
979,4469834169852080,1
980,4467813055474870,0
981,4468155495602210,0
982,4470781008082730,1
983,4468725807776730,0
984,4468683705701850,0
985,4468653422321770,2
986,4471034037845570,0
987,4473263520776860,1
988,4472373045098720,0
989,4472360146940830,0
990,4472381466698490,0
991,4472739295797970,0
992,4457013087765420,1
993,4472708072559520,0
994,4472692323279610,0
995,4472718785764800,0
996,4457864053324730,0
997,4473027242412870,0
998,4457690728652530,0
999,4473033382835670,0
1000,4457794315183740,0
1001,4473467329921030,0
1002,4457702338484330,0
1003,4457795090961220,0
1004,4458128483067610,2
1005,4458575549854750,0
1006,4458784912604520,0
1007,4459674478732940,1
1008,4460011461732250,0
1009,4461331296353120,0
1010,4460349875378240,0
1011,4460934536011080,0
1012,4461313986041380,0
1013,4461518966260930,0
1014,4462492623426320,0
1015,4462009477434790,0
1016,4462936418560160,0
1017,4462520616445860,0
1018,4462838891979710,0
1019,4463307345999600,0
1020,4463684505997780,0
1021,4463668035538390,0
1022,4464008260689120,0
1023,4463912827335380,0
1024,4464403602736090,0
1025,4465474819903880,2
1026,4465292380358350,0
1027,4465665656642090,0
1028,4466203067929710,0
1029,4465106429227820,0
1030,4465429873383760,0
1031,4465853392878250,0
1032,4465664067029060,0
1033,4468388790990180,0
1034,4468363818929930,0
1035,4465756504644250,0
1036,4469458267300000,0
1037,4466880221471780,0
1038,4466901277067830,0
1039,4466862895438260,0
1040,4469817098914930,0
1041,4467245688247770,0
1042,4467250944264550,0
1043,4470177657787410,0
1044,4470918006725860,0
1045,4467625704524700,0
1046,4467606927014680,0
1047,4470923668783100,0
1048,4468014830937150,0
1049,4471275164417930,0
1050,4471292419893120,0
1051,4467991116551730,0
1052,4471977832142500,0
1053,4472017204052380,2
1054,4468390032579360,0
1055,4468212173436770,0
1056,4468372890703260,0
1057,4468351004428440,0
1058,4468356474341560,0
1059,4472378270989230,0
1060,4467648303688990,0
1061,4468751191247910,0
1062,4472722283268710,2
1063,4468657394756690,0
1064,4468561206692660,0
1065,4469034130754070,0
1066,4473101058270240,0
1067,4473082066962950,0
1068,4473100874212960,0
1069,4473426867670370,1
1070,4473457650111760,0
1071,4473427945100000,2
1072,4467979418767780,0
1073,4473459168300030,0
1074,4473455518687550,1
1075,4469402152228690,0
1076,4469201429442750,0
1077,4469827698144440,0
1078,4469736043841370,0
1079,4470127141398380,0
1080,4470180308521280,1
1081,4469984346579740,0
1082,4470801752926670,0
1083,4470911254500300,0
1084,4471213147852240,0
1085,4471174337446720,0
1086,4471628605706310,0
1087,4471640026613140,2
1088,4471566446613890,0
1089,4472009754547370,0
1090,4471818616289160,0
1091,4471939488092100,0
1092,4472376114965270,0
1093,4472376403965310,1
1094,4472698715501940,0
1095,4472694936158950,0
1096,4472661067208930,0
1097,4472692851934980,0
1098,4472976910960500,0
1099,4456046695222980,1
1100,4462523866789470,0
1101,4456058183447500,2
1102,4455879333654130,0
1103,4456405500957230,0
1104,4457090875144930,1
1105,4464998552055520,0
1106,4464916142654000,0
1107,4465759084565660,0
1108,4459270462874130,2
1109,4459185846896900,1
1110,4460026209426730,0
1111,4460019430593300,2
1112,4459879551418730,0
1113,4467302001394820,0
1114,4460728544761210,0
1115,4460659331159420,0
1116,4461035228188400,0
1117,4460958388475020,0
1118,4468528742878070,0
1119,4461827922200960,0
1120,4462189060996370,0
1121,4462561116104460,0
1122,4462954202541210,0
1123,4463319894724040,0
1124,4463679712357030,0
1125,4463641283343940,0
1126,4463599763905760,1
1127,4464015239264160,1
1128,4464037934436620,0
1129,4464021548215290,0
1130,4463979919512930,1
1131,4464404814762820,1
1132,4471865412471820,0
1133,4465118668980990,0
1134,4465001832313590,0
1135,4464938003338840,1
1136,4465489633736470,1
1137,4465856094850630,1
1138,4466216335247510,0
1139,4466209682761080,1
1140,4466218847142100,1
1141,4466210848227750,0
1142,4466214242039860,1
1143,4466214816835190,0
1144,4466142469361330,1
1145,4466536242529940,1
1146,4466936253127700,1
1147,4466942293169510,0
1148,4466941001958750,1
1149,4466939063919590,2
1150,4468018966485390,0
1151,4468033084809460,0
1152,4468382709372310,2
1153,4468363210031560,0
1154,4468735433588640,0
1155,4468670028191450,0
1156,4468723043986950,0
1157,4469115286511960,2
1158,4469113524692100,0
1159,4469458943287380,0
1160,4469482141038300,0
1161,4469480019684350,1
1162,4470200977893470,1
1163,4470563160214740,1
1164,4471281510202120,0
1165,4471656284119130,1
1166,4471656124637060,1
1167,4471998384078320,0
1168,4472012728754370,0
1169,4472019179054030,0
1170,4472366169683640,0
1171,4472743888266050,0
1172,4472739198756120,1
1173,4472649994476550,0
1174,4473078891352500,0
1175,4472939560396070,0
1176,4473101477328620,0
1177,4473461097848600,1
1178,4470937594021870,0
1179,4471910810879840,0
1180,4457155740044040,0
1181,4457504010133950,0
1182,4457796164832550,1
1183,4457882961777520,0
1184,4458175358740990,0
1185,4458478674256100,0
1186,4458952480063360,0
1187,4458933286122590,0
1188,4458801387959840,0
1189,4462160563983650,0
1190,4465826243201600,0
1191,4465854554785450,1
1192,4467515763933650,0
1193,4468016933099600,2
1194,4467972200331570,0
1195,4468383602572210,2
1196,4468536241740880,0
1197,4469463057458120,0
1198,4469268580577890,0
1199,4469670948142900,0
1200,4469637717088160,0
1201,4470143503752710,0
1202,4470507502335180,0
1203,4470486782221170,0
1204,4471217195352770,0
1205,4471143756609690,0
1206,4471544166098630,0
1207,4471591469243810,0
1208,4471571319813410,0
1209,4471836430000420,0
1210,4472720072575020,0
1211,4458115867440570,0
1212,4460046861752300,0
1213,4467660827926170,1
1214,4467665945203020,1
1215,4469078532230490,1
1216,4464032343751340,1
1217,4469453419411180,1
1218,4469272266477250,1
1219,4469692285003200,1
1220,4464726609858860,1
1221,4465475314536510,1
1222,4470496152563120,1
1223,4470569095364760,0
1224,4470495862532190,1
1225,4470566021384240,1
1226,4465856937735650,0
1227,4466216892308190,0
1228,4466212027537670,0
1229,4471087922925320,1
1230,4471158667923290,1
1231,4471283708464480,1
1232,4466945992468700,0
1233,4473095856885660,1
1234,4467670742789180,1
1235,4473449936316520,1
1236,4467670327688250,1
1237,4473286118996690,1
1238,4473337822554510,1
1239,4473436233635060,1
1240,4468757143023390,0
1241,4468757927842600,0
1242,4468757583910020,1
1243,4469118499053530,1
1244,4469116792626480,1
1245,4469844449219500,1
1246,4470205231583170,1
1247,4470204836849000,1
1248,4464691793524880,0
